created_at,tweet_text,location,name,clean_Tweet_NoPunct,clean_Tweet_NoPunctNoStop,clean_Tweet_NoPunctNoStopNoNumber,mapped_country
09-04-20 2:11,"RT @JeffGorell: Today we tested 4,000 people for #COVID19 and we continue to ramp up volume. #coronavirus #LAStrong","California, USA",Wandafay Daily,today we tested 4000 people for  covid19 and we continue to ramp up volume   coronavirus  lastrong,today tested 4000 people covid19 continue ramp volume coronavirus lastrong,today tested people continue ramp volume coronavirus lastrong, United States of America
09-04-20 2:11,"RT @NYGovCuomo: .@Delta, @JetBlue, @SouthwestAir and @United are offering free travel to New York for COVID-19 medical workers. 

They will…","Bronx, NY",omi,delta   jetblue   southwestair and  united are offering free travel to new york for covid19 medical workers  they will…,delta jetblue southwestair united offering free travel new york covid19 medical workers will…,delta jetblue southwestair united offering free travel new york medical workers, United States of America
09-04-20 2:11,RT @RealDoctorMike: I interviewed 100+ Doctors on the #coronavirus Pandemic and it has turned into something truly special ⛑❤️👉🏼 https://t.…,United States,🔬🧬Olivia 🧬🔬,i interviewed 100 doctors on the  coronavirus pandemic and it has turned into something truly special ⛑❤️👉🏼 https  t…,interviewed 100 doctors coronavirus pandemic turned something truly special ⛑❤️👉🏼 https t…,interviewed doctors coronavirus pandemic turned something truly special https,United States
09-04-20 2:11,"RT @WebMD: The CDC is releasing new guidance on return-to-work rules for critical workers exposed to a COVID-19 case, or a suspected case,…",,MACUMA CU,the cdc is releasing new guidance on returntowork rules for critical workers exposed to a covid19 case  or a suspected case  …,cdc releasing new guidance returntowork rules critical workers exposed covid19 case suspected case …,cdc releasing new guidance returntowork rules critical workers exposed case suspected case, Italia
09-04-20 2:11,"RT @JanJekielek: Remarkable: 77 % of Americans blame #China for Pandemic … 

The belief was echoed across the political spectrum, with: 

👉…",Sailboat,Popeye,remarkable  77  of americans blame  china for pandemic … the belief was echoed across the political spectrum  with  👉…,remarkable 77 americans blame china pandemic … belief echoed across political spectrum 👉…,remarkable americans blame china pandemic belief echoed across political spectrum, United States of America
09-04-20 2:11,RT @TheTorontoSun: #COVID19 could kill 40% of Canadian small businesses: Survey https://t.co/Qs5EwA18bC https://t.co/NXXSGUQkXm,,Jennifer Westlake,covid19 could kill 40  of canadian small businesses  survey https  tcoqs5ewa18bc https  tconxxsguqkxm,covid19 could kill 40 canadian small businesses survey https tcoqs5ewa18bc https tconxxsguqkxm,could kill canadian small businesses survey https https tconxxsguqkxm, Italia
09-04-20 2:11,"RT @Amy_Siskind: For a second day, we lost nearly 2,000 Americans.
14,788 are dead from our botched response to the Covid-19 outbreak. 

Ho…","Huntington Beach, CA",Ascher,for a second day  we lost nearly 2000 americans  14788 are dead from our botched response to the covid19 outbreak  ho…,second day lost nearly 2000 americans 14788 dead botched response covid19 outbreak ho…,second day lost nearly americans dead botched response outbreak, United States of America
09-04-20 2:11,RT @ndtv: #COVID19 reaches Amazon's indigenous people vulnerable to foreign disease https://t.co/no63K9Gu3a https://t.co/VaFlhOBVXx,"Shahjahanpur, India",Aniket Yadav AHiर💪💪💪,covid19 reaches amazon s indigenous people vulnerable to foreign disease https  tcono63k9gu3a https  tcovaflhobvxx,covid19 reaches amazon indigenous people vulnerable foreign disease https tcono63k9gu3a https tcovaflhobvxx,reaches amazon indigenous people vulnerable foreign disease https https tcovaflhobvxx, India
09-04-20 2:11,RT @hbdchick: good lord. =/ A Medical Worker Describes Terrifying Lung Failure From COVID-19 — Even in His Young Patients https://t.co/7ac7…,,AceTriad,good lord   a medical worker describes terrifying lung failure from covid19 — even in his young patients https  tco7ac7…,good lord medical worker describes terrifying lung failure covid19 — even young patients https tco7ac7…,good lord medical worker describes terrifying lung failure even young patients https, Italia
09-04-20 2:11,"RT @RaizaTrillOG: Due to covid-19, we are out of bald",baltimore • alexandria ,kemo.,due to covid19  we are out of bald,due covid19 bald,due bald, United States of America
09-04-20 2:11,RT @XHNews: CDC reveals disturbing data on COVID-19 in American patients https://t.co/VWAsKUENI9,Palu ,frans wijaya,cdc reveals disturbing data on covid19 in american patients https  tcovwaskueni9,cdc reveals disturbing data covid19 american patients https tcovwaskueni9,cdc reveals disturbing data american patients https, Indonesia
09-04-20 2:11,"RT @SenWarren: In the midst of COVID-19, the Trump admin is reportedly making time to try &amp; trash a multilateral arms control treaty, despi…",,cam oxendale,in the midst of covid19  the trump admin is reportedly making time to try  amp  trash a multilateral arms control treaty  despi…,midst covid19 trump admin reportedly making time try amp trash multilateral arms control treaty despi…,midst trump admin reportedly making time try amp trash multilateral arms control treaty, Italia
09-04-20 2:11,RT @TracyTrobin2: @DMVSoccerDotCom Grant Robinson back home making the most of the COVID-19 quarantine time 🐶⚽️🐶⚽️🐶,DC MD VA,DMVSoccer.com,dmvsoccerdotcom grant robinson back home making the most of the covid19 quarantine time 🐶⚽️🐶⚽️🐶,dmvsoccerdotcom grant robinson back home making covid19 quarantine time 🐶⚽️🐶⚽️🐶,dmvsoccerdotcom grant robinson back home making quarantine time, United States of America
09-04-20 2:11,"RT @RyanAFournier: Dr. Birx said today that if someone dies with COVID-19, 

They are automatically added to the COVID-19 death count.

Thi…",USA,bam,dr birx said today that if someone dies with covid19  they are automatically added to the covid19 death count  thi…,dr birx said today someone dies covid19 automatically added covid19 death count thi…,dr birx said today someone dies automatically added death count,United States
09-04-20 2:11,RT @DrSJaishankar: Had a telephonic conversation with Spanish FM @AranchaGlezLaya. We agreed that effective #COVID response requires global…,Gharaunda,Ankit Singla,had a telephonic conversation with spanish fm  aranchaglezlaya  we agreed that effective  covid response requires global…,telephonic conversation spanish fm aranchaglezlaya agreed effective covid response requires global…,telephonic conversation spanish fm aranchaglezlaya agreed effective covid response requires, India
09-04-20 2:11,"RT @adjunctprofesor: Q post 3909.
.@POTUS
.@realDonaldTrump
#PatriotStrikeTeam
#InItTogether
#FlynnFighters
#WWG1WGA
#AdjunctProfessr 
Demo…",USA,Ken Jones⭐️⭐️⭐️,q post 3909    potus   realdonaldtrump  patriotstriketeam  inittogether  flynnfighters  wwg1wga  adjunctprofessr demo…,q post 3909 potus realdonaldtrump patriotstriketeam inittogether flynnfighters wwg1wga adjunctprofessr demo…,q post potus realdonaldtrump patriotstriketeam inittogether flynnfighters adjunctprofessr,United States
09-04-20 2:11,"RT @SenRickScott: This isn’t about politics, @DrTedros. This about global public health.

The @WHO and Communist China worked together to c…",Hong Kong,Jerrymike🇭🇰😷,this isn ’ t about politics   drtedros  this about global public health  the  who and communist china worked together to c…,’ politics drtedros global public health communist china worked together c…,politics drtedros global public health communist china worked together, China 中国
09-04-20 2:11,RT @EricTopol: I had missed this terrific review on #COVID19 vaccine prospects by @FatimaAmanat &amp; @florian_krammer @ImmunityCP https://t.co…,"Berkeley, CA",Tracy🌊🌊🌊,i had missed this terrific review on  covid19 vaccine prospects by  fatimaamanat  amp   floriankrammer  immunitycp https  tco…,missed terrific review covid19 vaccine prospects fatimaamanat amp floriankrammer immunitycp https tco…,missed terrific review vaccine prospects fatimaamanat amp floriankrammer immunitycp https, Canada
09-04-20 2:11,"RT @BernardKerik: Yesterday, governors/mayors shut down walking trails.

Some police have been ordered to arrest people for walking outside…",,MadAboutHogs,yesterday  governorsmayors shut down walking trails  some police have been ordered to arrest people for walking outside…,yesterday governorsmayors shut walking trails police ordered arrest people walking outside…,yesterday governorsmayors shut walking trails police ordered arrest people walking, Italia
09-04-20 2:11,"RT @psfmansoor: Chairman PPP @BBhuttoZardari without cashing any second of the interview, focused on #COVID19. 
Requested all political par…",,Shan Ali PSF,chairman ppp  bbhuttozardari without cashing any second of the interview  focused on  covid19  requested all political par…,chairman ppp bbhuttozardari without cashing second interview focused covid19 requested political par…,chairman ppp bbhuttozardari without cashing second interview focused requested political, Italia
09-04-20 2:11,"RT @meganranney: 7) Finally - I can't say this enough - our healthcare workers need support. Whether it's PPE, a hot meal, a stable salary,…",,Laura Grady,7  finally  i ca nt say this enough  our healthcare workers need support  whether it s ppe  a hot meal  a stable salary  …,7 finally ca nt say enough healthcare workers need support whether ppe hot meal stable salary …,finally ca nt say enough healthcare workers need support whether ppe hot meal stable salary, Italia
09-04-20 2:11,"RT @zeusFanHouse: Watch: Pres #Trump Spars w #WHO As #Coronavirus
Curve Flattens in US—April 8th

Globalist org livid over prospect of losi…",,Anne #StopYulin ⭐️⭐️⭐️,watch  pres  trump spars w  who as  coronavirus curve flattens in us—april 8th globalist org livid over prospect of losi…,watch pres trump spars w coronavirus curve flattens us—april 8th globalist org livid prospect losi…,watch pres trump spars w coronavirus curve flattens globalist org livid prospect, Italia
09-04-20 2:11,RT @joegooding: The people who designed the IHME “model” on deaths and hospitalizations over #COVID19 continue to backpedal on the numbers.…,,Debi⭐️⭐️⭐️,the people who designed the ihme “ model ” on deaths and hospitalizations over  covid19 continue to backpedal on the numbers…,people designed ihme “ model ” deaths hospitalizations covid19 continue backpedal numbers…,people designed ihme model deaths hospitalizations continue backpedal, Italia
09-04-20 2:11,"RT @NYGovCuomo: .@Delta, @JetBlue, @SouthwestAir and @United are offering free travel to New York for COVID-19 medical workers. 

They will…",,andrea dee,delta   jetblue   southwestair and  united are offering free travel to new york for covid19 medical workers  they will…,delta jetblue southwestair united offering free travel new york covid19 medical workers will…,delta jetblue southwestair united offering free travel new york medical workers, Italia
09-04-20 2:11,"RT @RaizaTrillOG: Due to covid-19, we are out of bald","Little Rock, AR",KeLo Cat,due to covid19  we are out of bald,due covid19 bald,due bald, United States of America
09-04-20 2:11,RT @Sadiya_farouq: the Federal Government's social interventions to cushion the effects of the COVID-19 pandemic.,,Majidadin DanMatawallen Nupe,the federal government s social interventions to cushion the effects of the covid19 pandemic,federal government social interventions cushion effects covid19 pandemic,federal government social interventions cushion effects pandemic, Italia
09-04-20 2:11,"RT @LindseyGrahamSC: Do I believe that China should be held financially responsible for the COVID-19 pandemic? Absolutely.
 
Click RETWEET…",Arizona,Bill Chunn,do i believe that china should be held financially responsible for the covid19 pandemic  absolutely  click retweet…,believe china held financially responsible covid19 pandemic absolutely click retweet…,believe china held financially responsible pandemic absolutely click, United States of America
09-04-20 2:11,RT @AzazSyed: I hope @MuradAliShahPPP will make some policy and would take action against this and others involved in looting  during #Coro…,کشمیر  ,sardar Umar Sarfaraz khan,i hope  muradalishahppp will make some policy and would take action against this and others involved in looting during  coro…,hope muradalishahppp make policy would take action others involved looting coro…,hope muradalishahppp make policy would take action others involved looting, پاکستان
09-04-20 2:11,"RT @DrSJaishankar: India stands united. 
Under the leadership of PM @narendramodi we are committed to fight against #COVID19. 

Let us come…","Rajshahi, Bangladesh",India In Rajshahi,india stands united  under the leadership of pm  narendramodi we are committed to fight against  covid19  let us come…,india stands united leadership pm narendramodi committed fight covid19 let us come…,india stands united leadership pm narendramodi committed fight let us, Bangladesh
09-04-20 2:11,"RT @kuhleeuh: Black people in the U.S. are disproportionately impacted by #COVID19, making up 70% of deaths here in Chicago, 70% in Louisia…","Washington, DC",Farhana Khera,black people in the us are disproportionately impacted by  covid19  making up 70  of deaths here in chicago  70  in louisia…,black people us disproportionately impacted covid19 making 70 deaths chicago 70 louisia…,black people us disproportionately impacted making deaths chicago, United States of America
09-04-20 2:11,RT @DrDenaGrayson: 🚨BREAKING: Good news! Preliminary study of 10 patients with severe #COVID19 shows that after 1 dose of convalescent plas…,"California, USA",Helen🌊🌊🌊😋🌊🌊🌊🔥🔥,🚨breaking  good news  preliminary study of 10 patients with severe  covid19 shows that after 1 dose of convalescent plas…,🚨breaking good news preliminary study 10 patients severe covid19 shows 1 dose convalescent plas…,good news preliminary study patients severe shows dose convalescent, United States of America
09-04-20 2:11,"RT @IAmSophiaNelson: I had an amazing #podcast conversation with @NAACP_Loudoun Chair, @HolyandWhole Pastor Michelle Thomas on #HealthDispa…",,SoulSentiments,i had an amazing  podcast conversation with  naacploudoun chair   holyandwhole pastor michelle thomas on  healthdispa…,amazing podcast conversation naacploudoun chair holyandwhole pastor michelle thomas healthdispa…,amazing podcast conversation naacploudoun chair holyandwhole pastor michelle thomas, Italia
09-04-20 2:11,"RT @politicsfisher: So let me get this straight. @CBCQueensPark has followed for 3 weeks a lack of or, slow down in Covid-19 testing and on…",Ottawa,G Godwin,so let me get this straight   cbcqueenspark has followed for 3 weeks a lack of or  slow down in covid19 testing and on…,let get straight cbcqueenspark followed 3 weeks lack slow covid19 testing on…,let get straight cbcqueenspark followed weeks lack slow testing, Canada
09-04-20 2:11,RT @AyannaPressley: Do you know why African-Americans align with so many COVID-19 co-morbidities? Structural racism. Food deserts=unequal a…,,Frances,do you know why africanamericans align with so many covid19 comorbidities  structural racism  food desertsunequal a…,know africanamericans align many covid19 comorbidities structural racism food desertsunequal a…,know africanamericans align many comorbidities structural racism food desertsunequal, Italia
09-04-20 2:11,RT @joenewsman: Two men in protective gear who say they work for a mortuary just went into the Gateway Care and Rehab Center in Hayward.  A…,,мina,two men in protective gear who say they work for a mortuary just went into the gateway care and rehab center in hayward  a…,two men protective gear say work mortuary went gateway care rehab center hayward a…,two men protective gear say work mortuary went gateway care rehab center hayward, Italia
09-04-20 2:11,RT @deezyovo: If U Need $$$ now due to #CoronaVirus please tweet me your  Cashapp.. I want to give back to everyone that's following me 🙏,,$Kinashuler,if u need    now due to  coronavirus please tweet me your cashapp i want to give back to everyone that s following me 🙏,u need due coronavirus please tweet cashapp want give back everyone following 🙏,u need due coronavirus please tweet cashapp want give back everyone following, Italia
09-04-20 2:11,"RT @LindseyGrahamSC: Do I believe that China should be held financially responsible for the COVID-19 pandemic? Absolutely.
 
Click RETWEET…",,Elizgen,do i believe that china should be held financially responsible for the covid19 pandemic  absolutely  click retweet…,believe china held financially responsible covid19 pandemic absolutely click retweet…,believe china held financially responsible pandemic absolutely click, Italia
09-04-20 2:11,"RT @greg_scott84: MASSIVELY IMPORTANT!!!

I'm seeing more and more of this! Dr's are being told to skew the numbers because [they] need Cov…",,ken reid,massively important    i m seeing more and more of this  dr s are being told to skew the numbers because  they  need cov…,massively important seeing dr told skew numbers need cov…,massively important seeing dr told skew numbers need, Italia
09-04-20 2:11,"RT @va_shiva: Dr.SHIVA LIVE:  SAVING the Critically ILL &amp; Boosting Immune Health. #CoronaVirus. Vit A, D, C &amp; Hydroxychloroquine. https://t…","EMRS Lumla, Tawang. AP, India",Anil Bahl अनिल बहल 💞🔱,drshiva live  saving the critically ill  amp  boosting immune health   coronavirus  vit a  d  c  amp  hydroxychloroquine  https  t…,drshiva live saving critically ill amp boosting immune health coronavirus vit c amp hydroxychloroquine https t…,drshiva live saving critically ill amp boosting immune health coronavirus vit c amp hydroxychloroquine https,None
09-04-20 2:11,"RT @DrEricDing: 6) “The team also found that antibody levels rose with age, with people in the 60-85 age group displaying more than three t…",Boston,Remove Trump 202-224-3121☎️,6  “ the team also found that antibody levels rose with age  with people in the 6085 age group displaying more than three t…,6 “ team also found antibody levels rose age people 6085 age group displaying three t…,team also found antibody levels rose age people age group displaying three, United States of America
09-04-20 2:11,RT @RichardBarrow: Good news at last! The prime minister has now signed the visa amnesty document. I’m told the Commissioner of the Immigra…,"ÜT: 13.787334,100.652111",Kosalla,good news at last  the prime minister has now signed the visa amnesty document  i ’ m told the commissioner of the immigra…,good news last prime minister signed visa amnesty document ’ told commissioner immigra…,good news last prime minister signed visa amnesty document told commissioner,None
09-04-20 2:11,"RT @UN_News_Centre: The head of the UN health agency @WHO has warned against politicization of the #COVID19 pandemic.

@DrTedros also under…",,Lisette Manliclic ️‍🌈🌸🌻🌺🐶🍧,the head of the un health agency  who has warned against politicization of the  covid19 pandemic   drtedros also under…,head un health agency warned politicization covid19 pandemic drtedros also under…,head un health agency warned politicization pandemic drtedros also, Italia
09-04-20 2:11,RT @AngMarie17: I modified my “I voted” sticker. What a JOKE Wisconsin. What a disgrace. #WisconsinPrimary #WisconsinPandemicVoting #COVID1…,Florida,#ResistEveryDayEveryWay,i modified my “ i voted ” sticker  what a joke wisconsin  what a disgrace   wisconsinprimary  wisconsinpandemicvoting  covid1…,modified “ voted ” sticker joke wisconsin disgrace wisconsinprimary wisconsinpandemicvoting covid1…,modified voted sticker joke wisconsin disgrace wisconsinprimary wisconsinpandemicvoting, United States of America
09-04-20 2:11,"RT @GaryO_RideOn: @BrandonBeckham_ @realDonaldTrump richest pastors in America:

Kenneth Copeland $760M
Pat Robertson $100M
Benny Hinn $60M…",Schönwald im Schwarzwald,Warren Rockefeller,brandonbeckham  realdonaldtrump richest pastors in america  kenneth copeland  760m pat robertson  100m benny hinn  60m…,brandonbeckham realdonaldtrump richest pastors america kenneth copeland 760m pat robertson 100m benny hinn 60m…,brandonbeckham realdonaldtrump richest pastors america kenneth copeland pat robertson benny hinn, Deutschland
09-04-20 2:11,RT @TMJ4Tom: This is Renee Bacon. She arrived at the end of the line around 8:03 and was turned away. She says she was on her way home afte…,,PM_512,this is renee bacon  she arrived at the end of the line around 803 and was turned away  she says she was on her way home afte…,renee bacon arrived end line around 803 turned away says way home afte…,renee bacon arrived end line around turned away says way home, Italia
09-04-20 2:11,"RT @mpukita: Mark my words. The Democrats are going to try to string this Wuhan China COVID-19 Chinese Coronavirus ""crisis"" out as long as…",USA,Tadpole,mark my words  the democrats are going to try to string this wuhan china covid19 chinese coronavirus  crisis  out as long as…,mark words democrats going try string wuhan china covid19 chinese coronavirus crisis long as…,mark words democrats going try string wuhan china chinese coronavirus crisis long,United States
09-04-20 2:11,"RT @MOFA_Taiwan: These days we've been busy packing face masks for countries hard hit by #Coronavirus. Allies &amp; friends, #Taiwan is coming!…",Taiwan,http404,these days we ve been busy packing face masks for countries hard hit by  coronavirus  allies  amp  friends   taiwan is coming  …,days busy packing face masks countries hard hit coronavirus allies amp friends taiwan coming …,days busy packing face masks countries hard hit coronavirus allies amp friends taiwan coming,臺灣
09-04-20 2:11,"RT @almostjingo: Okay let’s just make this super easy, only Republicans can take hydroxychloroquine we’ll gladly be the “lab rats” and Demo…",Long Island,Roc Z,okay let ’ s just make this super easy  only republicans can take hydroxychloroquine we ’ ll gladly be the “ lab rats ” and demo…,okay let ’ make super easy republicans take hydroxychloroquine ’ gladly “ lab rats ” demo…,okay let make super easy republicans take hydroxychloroquine gladly lab rats, United States of America
09-04-20 2:11,RT @mc_kiah: Bernie didn’t drop out he suspended his campaign to focus his attention on covid-19. His name is still on the ballot he just i…,"Pensacola, FL",Jordan,bernie didn ’ t drop out he suspended his campaign to focus his attention on covid19  his name is still on the ballot he just i…,bernie ’ drop suspended campaign focus attention covid19 name still ballot i…,bernie drop suspended campaign focus attention name still ballot, United States of America
09-04-20 2:11,"RT @Jim_Jordan: House Democrats are already demanding that illegal immigrants receive benefits in the next #coronavirus aid package. 

Seri…","Michigan, USA",lin springer,house democrats are already demanding that illegal immigrants receive benefits in the next  coronavirus aid package  seri…,house democrats already demanding illegal immigrants receive benefits next coronavirus aid package seri…,house democrats already demanding illegal immigrants receive benefits next coronavirus aid package, United States of America
09-04-20 2:11,"RT @Amy_Siskind: For a second day, we lost nearly 2,000 Americans.
14,788 are dead from our botched response to the Covid-19 outbreak. 

Ho…","Neenah, WI USA",Chuck Coan,for a second day  we lost nearly 2000 americans  14788 are dead from our botched response to the covid19 outbreak  ho…,second day lost nearly 2000 americans 14788 dead botched response covid19 outbreak ho…,second day lost nearly americans dead botched response outbreak, United States of America
09-04-20 2:11,"RT @nhannahjones: In Chicago, a city where black people account for less than 30 percent of the population, 70 percent of the people who ha…",,本の案内人,in chicago  a city where black people account for less than 30 percent of the population  70 percent of the people who ha…,chicago city black people account less 30 percent population 70 percent people ha…,chicago city black people account less percent population percent people, Italia
09-04-20 2:11,"RT @SecPompeo: During tough times, real friends stick together. The U.S. is thankful to #Taiwan for donating 2 million face masks to suppor…",United States,Taborwoods,during tough times  real friends stick together  the us is thankful to  taiwan for donating 2 million face masks to suppor…,tough times real friends stick together us thankful taiwan donating 2 million face masks suppor…,tough times real friends stick together us thankful taiwan donating million face masks,United States
09-04-20 2:11,RT @NBC10: New Bedford is taking new steps to try and slow the spread of COVID-19. All basketball rims and soccer nets have now been remove…,"New York, USA",Samuel Osterhoudt,new bedford is taking new steps to try and slow the spread of covid19  all basketball rims and soccer nets have now been remove…,new bedford taking new steps try slow spread covid19 basketball rims soccer nets remove…,new bedford taking new steps try slow spread basketball rims soccer nets, United States of America
09-04-20 2:11,"RT @henrykleeKTVU: Attorney for Derick Almena, awaiting retrial in deadly Ghost Ship warehouse fire in Oakland, says judge now considering…",San Francisco Bay Area,Gabriella West,attorney for derick almena  awaiting retrial in deadly ghost ship warehouse fire in oakland  says judge now considering…,attorney derick almena awaiting retrial deadly ghost ship warehouse fire oakland says judge considering…,attorney derick almena awaiting retrial deadly ghost ship warehouse fire oakland says judge, United States of America
09-04-20 2:11,RT @OliviaMesser: NEW: This CDC report shows how one man with mild symptoms—who didn’t even know he had COVID-19—unwittingly created a clus…,Malaysia,Ketaki Rituraj,new  this cdc report shows how one man with mild symptoms—who didn ’ t even know he had covid19—unwittingly created a clus…,new cdc report shows one man mild symptoms—who ’ even know covid19—unwittingly created clus…,new cdc report shows one man mild even know created,Malaysia
09-04-20 2:11,RT @mc_kiah: Bernie didn’t drop out he suspended his campaign to focus his attention on covid-19. His name is still on the ballot he just i…,"Asheville, NC",Michelle Lanza💛,bernie didn ’ t drop out he suspended his campaign to focus his attention on covid19  his name is still on the ballot he just i…,bernie ’ drop suspended campaign focus attention covid19 name still ballot i…,bernie drop suspended campaign focus attention name still ballot, United States of America
09-04-20 2:11,"RT @RRuby44: For years GOP state govs have underfunded healthcare, refused to expand broadband or raise wages, &amp;mocked #PaidLeave.
They've…","Florida, USA",AlPha😹Feminist(@🏠),for years gop state govs have underfunded healthcare  refused to expand broadband or raise wages   amp  mocked  paidleave  theyve…,years gop state govs underfunded healthcare refused expand broadband raise wages amp mocked paidleave theyve…,years gop state govs underfunded healthcare refused expand broadband raise wages amp mocked paidleave, United States of America
09-04-20 2:11,RT @kelly2277: 🔥US intelligence warned Trump of China's spreading #coronavirus contagion in November and Trump went golfing... 🏌️‍♀️  https…,,Cool+Dry,🔥us intelligence warned trump of china s spreading  coronavirus contagion in november and trump went golfing  🏌️‍♀️ https…,🔥us intelligence warned trump china spreading coronavirus contagion november trump went golfing 🏌️‍♀️ https…,intelligence warned trump china spreading coronavirus contagion november trump went golfing, Italia
09-04-20 2:11,"RT @CP24: BREAKING: Ontario confirms 550 new cases of COVID-19, the biggest single-day increase so far https://t.co/hFiGX488SH https://t.co…",,Adam Levesque,breaking  ontario confirms 550 new cases of covid19  the biggest singleday increase so far https  tcohfigx488sh https  tco…,breaking ontario confirms 550 new cases covid19 biggest singleday increase far https tcohfigx488sh https tco…,breaking ontario confirms new cases biggest singleday increase far https https, Italia
09-04-20 2:11,"RT @cjwerleman: How sick is Modi’s India?

Under the phony pretext of conducting investigations into New Delhi’s recent anti-Muslim pogrom,…",lost & found,Wezmaster,how sick is modi ’ s india  under the phony pretext of conducting investigations into new delhi ’ s recent antimuslim pogrom  …,sick modi ’ india phony pretext conducting investigations new delhi ’ recent antimuslim pogrom …,sick modi india phony pretext conducting investigations new delhi recent antimuslim pogrom, United States of America
09-04-20 2:11,"RT @Orlando7770: Due to #coronavirus 🦠 #COVID19 global society🌎
moves to #paperless #money 💳
Stimulus checks mailed 20wks longer
Paperless…",,SK PRINCE,due to  coronavirus 🦠  covid19 global society🌎 moves to  paperless  money 💳 stimulus checks mailed 20wks longer paperless…,due coronavirus 🦠 covid19 global society🌎 moves paperless money 💳 stimulus checks mailed 20wks longer paperless…,due coronavirus global moves paperless money stimulus checks mailed longer, Italia
09-04-20 2:11,RT @SovernNation: We’ve seen many rainbows and bears in windows on our walks around the neighborhood but this rainbow of hearts in #Berkele…,"Charlottesville, Virginia",Heather Balmat,we ’ ve seen many rainbows and bears in windows on our walks around the neighborhood but this rainbow of hearts in  berkele…,’ seen many rainbows bears windows walks around neighborhood rainbow hearts berkele…,seen many rainbows bears windows walks around neighborhood rainbow hearts, United States of America
09-04-20 2:11,RT @Kat_McNamara: 1000 pieces. Less than 24 hours... that’s #SocialDistancing baby... #StayHome @playbill #alittlenightmusic https://t.co/p…,"Chioggia, Veneto",Sean,1000 pieces  less than 24 hours  that ’ s  socialdistancing baby   stayhome  playbill  alittlenightmusic https  tcop…,1000 pieces less 24 hours ’ socialdistancing baby stayhome playbill alittlenightmusic https tcop…,pieces less hours socialdistancing baby stayhome playbill alittlenightmusic https, Italia
09-04-20 2:11,"RT @TheButlerBlue: THANK YOU, to all those on the front lines fighting COVID-19! Tomorrow at 8PM we will #LightItBlue for you. Stadiums and…",Living in the moment ,Sarah Quebe,thank you  to all those on the front lines fighting covid19  tomorrow at 8pm we will  lightitblue for you  stadiums and…,thank front lines fighting covid19 tomorrow 8pm lightitblue stadiums and…,thank front lines fighting tomorrow lightitblue stadiums,None
09-04-20 2:11,RT @JoeMichaelII: Lady Gaga literally put her money where her mouth is and raised 35 million dollars on her own for COVID-19 relief while t…,Mindyourdamnbusiness,Quierra_jhinii❤️,lady gaga literally put her money where her mouth is and raised 35 million dollars on her own for covid19 relief while t…,lady gaga literally put money mouth raised 35 million dollars covid19 relief t…,lady gaga literally put money mouth raised million dollars relief,None
09-04-20 2:11,RT @CDCgov: #DYK? CDC’s recommendation on wearing a cloth face covering may help protect the most vulnerable from #COVID19. Watch @Surgeon_…,"Lima, Peru",Jairzinho Rodriguez,dyk  cdc ’ s recommendation on wearing a cloth face covering may help protect the most vulnerable from  covid19  watch  surgeon…,dyk cdc ’ recommendation wearing cloth face covering may help protect vulnerable covid19 watch surgeon…,dyk cdc recommendation wearing cloth face covering may help protect vulnerable watch, Peru
09-04-20 2:11,"RT @meekwire: BREAKING @ABCInvestigates — Intelligence reports warned of #coronavirus crisis as early as November: Sources

https://t.co/Z2…",Philadelphia,Katie Davidson 🍑#ImpeachTrumpForever VoteBlue2020,breaking  abcinvestigates — intelligence reports warned of  coronavirus crisis as early as november  sources https  tcoz2…,breaking abcinvestigates — intelligence reports warned coronavirus crisis early november sources https tcoz2…,breaking abcinvestigates intelligence reports warned coronavirus crisis early november sources https, United States of America
09-04-20 2:11,RT @PeaceOnEarth222: @RedDragonFly19 @Barbarajdurkin @manifesto2000 @0Sundance @Deerstet_Music @no2wind @RoyPentland @GillesnFio @PeterGrei…,"San Antonio, TX",catheyr6,reddragonfly19  barbarajdurkin  manifesto2000  0sundance  deerstetmusic  no2wind  roypentland  gillesnfio  petergrei…,reddragonfly19 barbarajdurkin manifesto2000 0sundance deerstetmusic no2wind roypentland gillesnfio petergrei…,barbarajdurkin deerstetmusic roypentland gillesnfio, United States of America
09-04-20 2:11,"RT @jennycohn1: @DonaldJTrumpJr You are engaged in psychological warfare against the American people. But Americans will never forget: 

Tr…","Chicago, IL",Lara Shayne,donaldjtrumpjr you are engaged in psychological warfare against the american people  but americans will never forget  tr…,donaldjtrumpjr engaged psychological warfare american people americans never forget tr…,donaldjtrumpjr engaged psychological warfare american people americans never forget, United States of America
09-04-20 2:11,"RT @mbieseck: BREAKING @AP: US stockpile distributing its last remaining N95 respirators, surgical masks, face shields, gowns and other per…","Bethesda, MD",Popsy Kanagaratnam,breaking  ap  us stockpile distributing its last remaining n95 respirators  surgical masks  face shields  gowns and other per…,breaking ap us stockpile distributing last remaining n95 respirators surgical masks face shields gowns per…,breaking ap us stockpile distributing last remaining respirators surgical masks face shields gowns, United States of America
09-04-20 2:11,RT @codeofvets: We have reached the point where the cure is worse than the virus if we are going to allow American veterans to die in pover…,,James,we have reached the point where the cure is worse than the virus if we are going to allow american veterans to die in pover…,reached point cure worse virus going allow american veterans die pover…,reached point cure worse virus going allow american veterans die, Italia
